Account{name=remotes, path=C:/Users/Speccon/Documents/Websites/Speccon-master/.git/logs/refs/remotes, type=PREDICT}
Account{name=Speccon-master, path=C:/Users/Speccon/Documents/Websites/Speccon-master, type=PREDICT}
Account{name=.git, path=C:/Users/Speccon/Documents/Websites/Speccon-master/.git, type=PREDICT}
Account{name=Theoc, path=C:/Users/Speccon/Documents/Websites/Speccon-master/.git/refs/remotes/origin/Theoc, type=PREDICT}
Account{name=Theoc, path=C:/Users/Speccon/Documents/Websites/Speccon-master/.git/logs/refs/remotes/origin/Theoc, type=PREDICT}
Account{name=objects, path=C:/Users/Speccon/Documents/Websites/Speccon-master/.git/objects, type=PREDICT}
Account{name=origin, path=C:/Users/Speccon/Documents/Websites/Speccon-master/.git/refs/remotes/origin, type=PREDICT}
Account{name=refs, path=C:/Users/Speccon/Documents/Websites/Speccon-master/.git/refs, type=PREDICT}
2025-10-30 06:54:23.412 [pool-3-thread-1] INFO  com.rs.mv.mvvs.client.account.AccountManager - [client:40010105]load account manager finish
2025-10-30 06:54:23.413 [pool-3-thread-1] INFO  com.rs.mv.mvvs.instance.userspace.UserspaceManager - [framework:30010402]config file(C:\Users\Speccon/.rmv/config) watcher launch successful
2025-10-30 09:46:55.331 [pool-3-thread-1] INFO  com.rs.mv.mvvs.client.catalog.from.scan.CurrentPathScanner - [client:400205]scan file in current open file directory(C:/Users/Speccon/Documents/Websites/Speccon-master/short-courses)
2025-10-30 09:47:00.692 [pool-3-thread-1] INFO  com.rs.mv.mvvs.client.catalog.from.scan.CurrentPathScanner - [client:400205]scan file in current open file directory(C:/Users/Speccon/Documents/Websites/Speccon-master/short-courses)
2025-10-30 09:47:01.862 [pool-3-thread-1] INFO  com.rs.mv.mvvs.client.catalog.from.scan.CurrentPathScanner - [client:400205]scan file in current open file directory(C:/Users/Speccon/Documents/Websites/Speccon-master/short-courses)
2025-10-30 09:48:34.519 [pool-3-thread-1] INFO  com.rs.mv.mvvs.client.catalog.from.scan.CurrentPathScanner - [client:400205]scan file in current open file directory(C:/Users/Speccon/Documents/Websites/Speccon-master/short-courses)
2025-10-30 10:09:00.446 [pool-3-thread-1] INFO  com.rs.mv.mvvs.client.catalog.from.scan.CurrentPathScanner - [client:400205]scan file in current open file directory(C:/Users/Speccon/Documents/Websites/Speccon-master/short-courses)
2025-10-30 10:09:20.142 [pool-3-thread-1] INFO  com.rs.mv.mvvs.client.catalog.from.scan.CurrentPathScanner - [client:400205]scan file in current open file directory(C:/Users/Speccon/Documents/Websites/Speccon-master)
2025-10-30 10:14:10.464 [pool-3-thread-1] INFO  com.rs.mv.mvvs.client.catalog.from.scan.CurrentPathScanner - [client:400205]scan file in current open file directory(C:/Users/Speccon/Documents/Websites/Speccon-master/short-courses)
2025-10-30 10:31:26.035 [pool-3-thread-1] INFO  com.rs.mv.mvvs.client.catalog.from.scan.CurrentPathScanner - [client:400205]scan file in current open file directory(C:/Users/Speccon/Documents/Websites/Speccon-master/short-courses)
2025-10-30 10:34:30.338 [pool-3-thread-1] INFO  com.rs.mv.mvvs.client.catalog.from.scan.CurrentPathScanner - [client:400205]scan file in current open file directory(C:/Users/Speccon/Documents/Websites/Speccon-master/short-courses)
2025-10-30 10:45:47.771 [pool-3-thread-1] INFO  com.rs.mv.mvvs.client.catalog.from.scan.CurrentPathScanner - [client:400205]scan file in current open file directory(C:/Users/Speccon/Documents/Websites/Speccon-master/short-courses)
2025-10-30 11:27:02.511 [main] INFO  com.rs.mv.mvvs.Startup - [LSP:100101]ROCKET MV BASIC EXTENSION to start
2025-10-30 11:27:02.548 [main] INFO  com.rs.mv.mvvs.lsp.server.BasicLanguageServerLauncher - [LSP:100102]start pip server
2025-10-30 11:27:02.783 [main] INFO  com.rs.mv.mvvs.lsp.server.BasicLanguageServerLauncher - [LSP:100103]ROCKET MV BASIC EXTENSION start successful
2025-10-30 11:27:18.524 [pool-3-thread-1] INFO  com.rs.mv.mvvs.instance.workspace.WorkspaceManager - [workspace:200101]load all workspace folders start
